blank,,saharas_BM3WTHeme_5in1000,,
Wavelength (nm),Abs,Wavelength (nm),Abs,
358.9898987,6.76194104E-5,358.9898987,0.03794720024,
358.0571289,-0.0006840930437,358.0571289,0.03707335889,
356.96875,0.0001930227882,356.96875,0.03692957386,
356.0357056,-0.000396650692,356.0357056,0.03666667268,
354.9470215,0.0003003033635,354.9470215,0.03670760244,
354.0137024,-5.151002188E-5,354.0137024,0.03540316597,
352.9247131,0.001127034775,352.9247131,0.03514674678,
351.9911194,0.0005598600255,351.9911194,0.03481322899,
351.0574341,0.0004413728893,351.0574341,0.03516605869,
349.9679871,0.0001763969194,349.9679871,0.03352201357,
349.0340271,0.0004511419102,349.0340271,0.03293825686,
347.9442749,0.0008877081564,347.9442749,0.03225885332,
347.0100708,4.509569771E-5,347.0100708,0.03183767945,
346.0757141,-0.0005422312533,346.0757141,0.0310544651,
344.9855347,-0.0001458170591,344.9855347,0.03068137355,
344.0509338,0.0002395112388,344.0509338,0.0305904299,
342.9604187,-2.604050314E-5,342.9604187,0.03023508191,
342.0255737,-3.546232983E-5,342.0255737,0.02918392979,
340.9347534,8.558744594E-5,340.9347534,0.02861711383,
339.9996643,0.000427250925,339.9996643,0.02845127694,
339.0644226,7.704347809E-5,339.0644226,0.02789333649,
337.973175,-0.0002793750318,337.973175,0.0271011889,
337.0377197,-0.0001728321076,337.0377197,0.02654646523,
335.946167,6.031472367E-6,335.946167,0.02624552511,
335.010437,0.0003650160797,335.010437,0.02598917671,
334.074585,-0.0001867012325,334.074585,0.02493275143,
332.9826355,0.0003902768367,332.9826355,0.0257977508,
332.0465393,8.900507964E-5,332.0465393,0.02449714392,
330.9542847,0.0002824559633,330.9542847,0.02376061864,
330.0179138,0.00053267146,330.0179138,0.02414762229,
328.9253845,0.0003588759864,328.9253845,0.02408941835,
327.9888,-8.318953769E-5,327.9888,0.02326650731,
327.0520935,0.0002541969297,327.0520935,0.02294979431,
325.9591064,0.0003405598691,325.9591064,0.02260655724,
325.0221558,0.000325430854,325.0221558,0.02263770066,
323.928894,-0.0003478198778,323.928894,0.02201620117,
322.9916992,0.0003504820925,322.9916992,0.02243763208,
322.0544128,0.0003719594097,322.0544128,0.02202300914,
320.9607544,0.0001403764036,320.9607544,0.02274308912,
320.0231934,0.0002292807621,320.0231934,0.02264629118,
318.9292603,0.0002110736968,318.9292603,0.02188177779,
